AddLimit,8834,0,0
AddLimit,1166,0,0
AddLimit,1166,0,0
AddLimit,666,0,0
AddLimit,750,0,0
AddLimit,1000,0,0
AddLimit,667,0,0
AddLimit,708,0,0
AddLimit,625,0,0
AddLimit,708,0,0
AddLimit,584,0,0
AddLimit,791,0,0
AddLimit,709,0,0
AddLimit,666,0,0
AddLimit,541,0,0
AddLimit,667,0,0
AddLimit,625,0,0
AddLimit,542,0,0
AddLimit,584,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,666,0,0
AddLimit,583,0,0
AddLimit,792,0,0
AddLimit,584,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,708,0,0
AddLimit,583,0,0
AddLimit,584,0,0
AddLimit,583,0,0
AddLimit,584,0,0
AddLimit,625,0,0
AddLimit,583,0,0
AddLimit,667,0,0
AddLimit,625,0,0
AddLimit,542,0,0
AddLimit,625,0,0
AddLimit,584,0,0
AddLimit,958,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,625,0,0
AddLimit,542,0,0
AddLimit,625,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,667,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,584,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,667,0,0
AddLimit,541,0,0
AddLimit,584,0,0
AddLimit,541,0,0
AddLimit,584,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,583,0,0
AddLimit,542,0,0
AddLimit,2416,0,0
AddLimit,625,0,0
AddLimit,625,0,0
AddLimit,625,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,458,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,583,0,0
AddLimit,583,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,458,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,584,0,0
AddLimit,583,0,0
AddLimit,542,0,0
AddLimit,458,0,0
AddLimit,500,0,0
AddLimit,583,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,1583,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,1584,0,0
AddLimit,542,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,583,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,458,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,583,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,458,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,458,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,708,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,792,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,583,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,458,0,0
AddLimit,584,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,625,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,584,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,542,0,0
AddLimit,541,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,458,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,500,0,0
AddLimit,541,0,0
AddLimit,542,0,0
